@relation out

@attribute Airline {US,AA,AS,CO,DL,B6,HA,OO,9E,OH,EV,XE,YV,UA,MQ,FL,F9,WN}
@attribute Flight numeric
@attribute AirportFrom {'PHX','LAX','SFO','ANC','LAS','SLC','DEN','ONT','FAI','BQN','PSE','HNL','BIS','IYK','EWR','BOS','MKE','GFK','OMA','GSO','LMT','SEA','MCO','TPA','DLH','MSP','FAR','MFE','MSY','VPS','BWI','MAF','LWS','RST','ALB','DSM','CHS','MSN','JAX','SAT','PNS','BHM','LIT','SAV','BNA','ICT','ECP','DHN','MGM','CAE','PWM','ACV','EKO','PHL','ATL','PDX','RIC','BTR','HRL','MYR','TUS','SBN','CAK','TVC','CLE','ORD','DAY','MFR','BTV','TLH','TYS','DFW','FLL','AUS','CHA','CMH','LRD','BRO','CRP','LAN','PVD','FWA','JFK','LGA','OKC','PIT','PBI','ORF','DCA','AEX','SYR','SHV','VLD','BDL','FAT','BZN','RDM','LFT','IPL','EAU','ERI','BUF','IAH','MCI','AGS','ABI','GRR','LBB','CLT','LEX','MBS','MOD','AMA','SGF','AZO','ABE','SWF','BGM','AVP','FNT','GSP','ATW','ITH','TUL','COS','ELP','ABQ','SMF','STL','IAD','DTW','RDU','RSW','OAK','ROC','IND','CVG','MDW','SDF','ABY','TRI','XNA','ROA','MLI','LYH','EVV','HPN','FAY','EWN','CSG','GPT','MLU','MOB','OAJ','CHO','ILM','BMI','PHF','ACY','JAN','CID','GRK','HOU','CRW','HTS','PSC','BOI','SBP','CLD','PSP','SBA','MEM','MRY','GEG','RDD','PAH','CMX','SPI','EUG','CIC','PIH','SGU','COD','MIA','MHT','GRB','FSD','SJU','AVL','BFL','RAP','DRO','PIA','OGG','SIT','TXK','RNO','DAL','SCE','MEI','MDT','FCA','SJC','KOA','PLN','SAN','GNV','HLN','GJT','CPR','FSM','CMI','GTF','HDN','ITO','MTJ','HSV','BTM','BIL','COU','MSO','SMX','TWF','ISP','GCC','LIH','LNK','DAB','SNA','MQT','LGB','CWA','LSE','BUR','ACT','MHK','MOT','IDA','SUN','GTR','MLB','SRQ','JAC','ASE','LCH','JNU','ROW','BQK','YUM','FLG','EGE','GUC','EYW','RKS','BGR','ELM','ADQ','OTZ','OTH','STT','KTN','BET','SJT','CDC','CEC','SPS','SCC','STX','OME','MKG','WRG','TYR','BRW','GGG','PSG','BKG','YAK','CLL','SAF','CYS','LWB','CDV','FLO','BLI','DBQ','TOL','UTM','PIE','ADK','ABR','TEX','MMH','GUM'}
@attribute AirportTo {'CLT','DFW','SEA','IAH','MSP','DTW','ORD','ATL','PDX','JFK','SLC','HNL','PHX','MCO','OGG','LAX','KOA','ITO','SFO','MIA','IAD','SMF','PHL','LIH','DEN','LGA','MEM','CVG','YUM','CWA','MKE','BQN','FAI','LAS','ANC','BOS','LGB','FLL','SJU','EWR','DCA','BWI','RDU','MCI','TYS','SAN','ONT','OAK','MDW','BNA','DAL','CLE','JAX','JNU','RNO','ELP','SAT','OTZ','MBS','BDL','STL','HOU','AUS','SNA','SJC','LIT','TUS','TUL','CMH','LAN','IND','AMA','CRP','PIT','RKS','FWA','TPA','PBI','JAN','DSM','ADQ','GRB','PVD','ABQ','SDF','RSW','MSY','BUR','BOI','TLH','BHM','ACV','ORF','BET','KTN','RIC','SRQ','BTR','XNA','MHT','GRR','SBN','SBA','ROA','CID','GPT','MFR','SGU','HPN','OMA','OTH','GSP','LMT','BUF','MSN','BFL','CAE','HRL','OKC','SYR','COS','BTV','CDC','SCC','DAY','SJT','TVC','ROC','ISP','MRY','SBP','MLI','MOB','CIC','SAV','FAT','EKO','GEG','ECP','LFT','SUN','HSV','SHV','CHA','CAK','BZN','MAF','GSO','MDT','PHF','ICT','AZO','RAP','CHS','CLD','MKG','VPS','PIH','ATW','AGS','PNS','BIL','SPI','FAR','CPR','PIA','SPS','TWF','LBB','ALB','CEC','DRO','GJT','GNV','RST','AVL','GRK','PSP','LEX','TRI','SGF','FSM','RDD','OME','MFE','LSE','BMI','MYR','FAY','FSD','EUG','MGM','EVV','MLB','FNT','STT','WRG','ABE','BIS','MOT','MLU','GFK','RDM','COU','LRD','PSC','MOD','PWM','ILM','ABY','CRW','TXK','BRO','BRW','EYW','DAB','ROW','ABI','EAU','TYR','MSO','FLG','CSG','VLD','DHN','OAJ','AEX','CHO','SAF','GGG','FCA','ASE','BKG','MHK','LNK','MQT','YAK','GTR','SMX','SWF','ITH','AVP','ELM','BGM','SIT','PSG','CYS','CLL','SCE','LWB','LCH','GCC','IYK','LWS','COD','HLN','BQK','GTF','DLH','BTM','EGE','IDA','JAC','HDN','MTJ','CMX','CMI','CDV','LYH','ACT','STX','IPL','PAH','HTS','MEI','BLI','ERI','EWN','FLO','ACY','DBQ','TOL','GUC','PLN','BGR','PSE','PIE','UTM','ADK','ABR','TEX','MMH','GUM'}
@attribute DayOfWeek {1,2,3,4,5,6,7}
@attribute Time numeric
@attribute Length numeric
@attribute Delay {0,1}

@data
WN,2812,BWI,MDW,4,820,125,1
WN,2888,PBI,ISP,4,820,160,1
WN,2960,SJC,SNA,4,820,75,1
WN,3050,SAN,SMF,4,820,95,1
WN,3074,MHT,MCO,4,820,205,1
WN,3133,IND,TPA,4,820,140,0
WN,3659,BHM,DAL,4,820,120,1
WN,48,RDU,MCO,4,820,105,1
WN,647,ABQ,LAX,4,820,125,1
WN,756,PHX,LAS,4,820,65,1
WN,831,PHX,PDX,4,820,175,1
WN,925,LAX,TUS,4,820,80,1
WN,944,OKC,DAL,4,820,50,1
XE,2010,IAH,SDF,4,820,125,0
XE,2059,EWR,IND,4,820,134,0
XE,2572,IAH,CHS,4,820,131,0
XE,2715,IAH,CAE,4,820,131,0
B6,915,JFK,ORD,4,821,159,0
DL,1023,ATL,SRQ,4,821,92,0
DL,1783,SLC,LAS,4,821,85,0
EV,5514,ATL,MEI,4,821,73,1
OO,6333,LAX,SAN,4,821,46,0
OO,6372,LAX,SBA,4,821,39,0
OO,6941,MSN,ORD,4,821,56,1
UA,590,ORD,BDL,4,821,129,0
YV,7265,PIT,ORD,4,821,93,0
9E,4149,BUF,JFK,4,822,102,1
EV,5485,ATL,VPS,4,822,72,0
F9,328,MKE,BOS,4,822,133,0
UA,406,BIL,DEN,4,822,92,0
DL,2297,ATL,MSY,4,823,97,0
EV,5099,GPT,ATL,4,823,80,0
FL,508,LGA,MKE,4,823,145,0
OO,4884,SLC,IDA,4,823,57,0
OO,6927,HLN,DEN,4,823,107,1
OO,7790,SLC,SUN,4,823,71,0
UA,946,MCO,IAD,4,823,136,0
9E,4361,MEM,SAT,4,824,126,0
DL,1621,DTW,TPA,4,824,167,1
DL,74,DTW,ATL,4,824,125,1
OH,6671,DTW,CVG,4,824,76,0
OO,6580,MFR,SFO,4,824,98,1
OO,6615,GTF,DEN,4,824,112,1
OO,6981,TUS,DEN,4,824,110,1
UA,160,DEN,OMA,4,824,88,0
UA,733,DEN,SFO,4,824,165,0
9E,3823,MSP,PIT,4,825,126,1
9E,4147,DTW,BUF,4,825,75,1
9E,4349,MEM,ICT,4,825,98,0
AA,1073,DFW,DEN,4,825,120,0
AA,117,JFK,LAX,4,825,370,0
AA,1344,DFW,STL,4,825,95,0
AA,1663,TPA,MIA,4,825,65,0
AA,2272,DFW,DCA,4,825,160,0
AA,2448,LAX,DFW,4,825,180,0
AA,28,HNL,SFO,4,825,300,0
AA,32,LAX,JFK,4,825,320,0
AS,627,LAS,BLI,4,825,164,1
AS,691,GEG,SEA,4,825,62,1
B6,420,PBI,BOS,4,825,177,1
B6,734,SJU,BOS,4,825,249,1
CO,1155,PBI,EWR,4,825,172,0
CO,1637,MFE,IAH,4,825,69,1
DL,1051,ATL,DTW,4,825,120,0
DL,1110,DTW,RDU,4,825,103,1
DL,1413,ATL,OKC,4,825,138,0
DL,18,DTW,LGA,4,825,112,1
DL,1956,DEN,CVG,4,825,150,0
DL,2128,MCO,DTW,4,825,160,1
DL,2225,BWI,ATL,4,825,123,0
DL,2717,MEM,LAX,4,825,257,0
DL,2792,SAN,ATL,4,825,250,0
DL,2941,ATL,SAT,4,825,164,0
DL,2957,BNA,DTW,4,825,105,0
DL,466,MSY,ATL,4,825,90,1
EV,4974,ATL,ROA,4,825,82,0
EV,5002,OAJ,ATL,4,825,100,0
EV,5064,ATL,CLE,4,825,109,1
EV,5371,ATL,SGF,4,825,117,0
EV,5404,ATL,AVL,4,825,58,0
EV,5546,ATL,GSP,4,825,58,0
EV,7316,MEM,IAH,4,825,103,0
F9,727,DCA,DEN,4,825,237,0
HA,295,OGG,HNL,4,825,34,1
MQ,2707,DFW,LRD,4,825,85,0
MQ,2728,ABI,DFW,4,825,50,0
MQ,3287,BTR,DFW,4,825,90,0
MQ,3623,MIA,ORF,4,825,135,0
MQ,3681,GSO,MIA,4,825,130,0
MQ,4524,BNA,DCA,4,825,95,0
OH,6265,DTW,ROC,4,825,81,0
OH,6513,DTW,CRW,4,825,76,0
OH,6645,DTW,LEX,4,825,79,0
OH,6761,CVG,IAH,4,825,172,0
OO,4569,MSP,FAR,4,825,62,0
OO,6529,ORD,MSN,4,825,47,0
OO,6563,ASE,DEN,4,825,45,0
OO,6915,ORD,LIT,4,825,107,1
OO,6944,LAX,CLD,4,825,41,1
US,1733,DCA,CLT,4,825,86,0
US,1842,PHL,PVD,4,825,64,0
US,651,SFO,PHL,4,825,312,1
WN,1003,FLL,TPA,4,825,60,1
WN,1229,BOS,BWI,4,825,90,1
WN,1381,MDW,MCI,4,825,90,1
WN,16,LAS,LAX,4,825,65,0
WN,2523,BUR,SJC,4,825,65,1
WN,257,FLL,JAX,4,825,75,0
WN,268,SNA,LAS,4,825,65,1
WN,327,SEA,MDW,4,825,250,1
WN,3919,TPA,AUS,4,825,165,1
WN,408,MSP,STL,4,825,90,0
WN,47,DEN,OKC,4,825,85,0
WN,668,IAD,MDW,4,825,125,0
WN,827,AUS,ELP,4,825,100,1
WN,914,HOU,LAX,4,825,225,1
WN,949,SLC,OAK,4,825,125,0
WN,957,BUF,PHX,4,825,310,1
XE,2736,TYS,EWR,4,825,117,0
XE,2770,IAH,PBI,4,825,144,0
YV,2621,IAD,CLT,4,825,91,0
YV,2653,ORF,CLT,4,825,85,0
YV,7244,ORD,PWM,4,825,127,0
DL,1196,OGG,LAX,4,826,314,0
DL,1763,DCA,MSP,4,826,174,0
EV,5442,MEM,MFE,4,826,131,1
OO,4536,SLC,ORD,4,826,189,0
OO,4557,SLC,GJT,4,826,64,0
OO,4558,SLC,TUL,4,826,142,1
OO,6765,BZN,DEN,4,826,104,1
UA,111,SFO,LAX,4,826,93,0
UA,200,SEA,ORD,4,826,238,0
UA,452,DEN,IAD,4,826,198,0
XE,2064,IND,EWR,4,826,120,1
XE,2769,IAH,ELP,4,826,118,0
DL,2466,PBI,DTW,4,827,178,0
EV,5209,CAE,ATL,4,827,74,0
EV,5325,LYH,ATL,4,827,97,0
FL,198,ATL,DCA,4,827,101,0
OO,4623,SLC,OKC,4,827,135,0
UA,628,SAN,ORD,4,827,238,0
9E,3947,DTW,PIT,4,828,67,0
DL,1484,MCI,DTW,4,828,120,1
DL,2256,MSP,DTW,4,828,102,1
DL,2906,MEM,DTW,4,828,116,0
DL,685,RSW,DTW,4,828,171,1
EV,4962,ILM,ATL,4,828,95,0
UA,56,KOA,SFO,4,828,312,0
XE,2335,MCI,IAH,4,828,124,0
EV,4985,ATL,LIT,4,829,100,0
OO,4838,SLC,FAR,4,829,134,0
OO,6318,AUS,ORD,4,829,155,0
9E,3719,MSN,DTW,4,830,88,1
9E,3750,DTW,LAN,4,830,50,0
9E,3792,DTW,MBS,4,830,46,0
9E,3919,DTW,ERI,4,830,61,1
9E,4007,MEM,DAL,4,830,93,0
9E,4050,DTW,SBN,4,830,60,0
9E,4055,MSP,DLH,4,830,58,0
9E,4302,DTW,CHS,4,830,127,1
AA,1053,ORD,AUS,4,830,165,0
AA,1174,SJC,ORD,4,830,255,1
AA,1309,DFW,SFO,4,830,235,1
AA,1598,SEA,DFW,4,830,230,1
AA,1719,STL,LAX,4,830,250,0
AA,1844,LAS,MIA,4,830,265,1
AA,560,RNO,ORD,4,830,235,0
AS,650,PDX,PHX,4,830,154,0
AS,661,DFW,SEA,4,830,262,1
B6,1783,JFK,MCO,4,830,176,1
B6,615,JFK,JAX,4,830,160,1
B6,73,JFK,PBI,4,830,180,1
CO,547,ORD,IAH,4,830,154,1
CO,61,EWR,IAH,4,830,239,1
DL,1593,DTW,IND,4,830,72,1
DL,1598,FLL,LGA,4,830,176,1
DL,2100,ATL,BOS,4,830,150,0
DL,2220,DTW,CLT,4,830,112,0
DL,2778,SLC,MEM,4,830,182,1
DL,2936,PHX,MEM,4,830,180,0
EV,5205,SDF,ATL,4,830,94,0
EV,5336,LEX,ATL,4,830,93,1
EV,5359,CRW,ATL,4,830,95,0
EV,5609,MEM,OMA,4,830,107,1
FL,1203,MDW,RSW,4,830,164,0
FL,539,PHX,ATL,4,830,208,1
HA,12,HNL,SFO,4,830,305,0
MQ,3310,DFW,CID,4,830,120,0
MQ,4153,AVP,ORD,4,830,135,0
OH,6491,LGA,JAX,4,830,169,1
OO,4586,SLC,OMA,4,830,144,1
OO,4604,SLC,DEN,4,830,83,0
OO,6890,LAX,DFW,4,830,177,1
UA,688,DSM,ORD,4,830,83,0
UA,781,DEN,LAX,4,830,152,0
UA,890,LAX,JFK,4,830,333,0
UA,940,DEN,ORD,4,830,149,0
US,1093,PHL,ORD,4,830,139,1
US,1163,PIT,CLT,4,830,91,0
US,1247,PBI,PHL,4,830,157,0
US,39,PHL,LAX,4,830,359,1
WN,1128,MHT,PHL,4,830,95,0
WN,1427,MDW,BNA,4,830,80,0
WN,1642,BNA,SAN,4,830,280,1
WN,1664,LAX,PHX,4,830,80,0
WN,1691,CLE,BWI,4,830,75,1
WN,1752,ELP,DAL,4,830,90,0
WN,2461,AMA,DAL,4,830,65,0
WN,313,MCO,BWI,4,830,125,1
WN,36,CRP,HOU,4,830,50,1
WN,380,MSP,MDW,4,830,90,1
WN,432,LAS,IND,4,830,215,1
WN,45,MDW,STL,4,830,65,0
WN,49,PHX,ABQ,4,830,65,0
WN,765,SMF,MDW,4,830,245,1
XE,2401,MHT,CLE,4,830,112,0
XE,2883,BOS,CLE,4,830,122,1
YV,1037,HNL,LIH,4,830,37,0
YV,2630,CLE,CLT,4,830,97,0
EV,5307,ATL,HOU,4,831,136,1
EV,5504,ATL,CAK,4,831,99,0
EV,5582,ATL,HSV,4,831,61,0
UA,133,DEN,DFW,4,831,113,0
XE,5908,ORD,PNS,4,831,140,0
EV,5153,MYR,ATL,4,832,87,0
FL,99,ATL,RDU,4,832,78,0
OO,6590,MEM,DEN,4,832,169,1
OO,6728,BOI,DEN,4,832,108,0
UA,74,HNL,SFO,4,832,312,0
DL,2783,ATL,AUS,4,833,155,1
DL,2840,LAS,SLC,4,833,82,0
OO,6705,COS,ORD,4,833,146,0
EV,5279,DTW,JAN,4,834,136,1
FL,35,MDW,ATL,4,834,117,0
OH,6290,SDF,CVG,4,834,51,0
UA,367,DEN,BOI,4,834,121,0
9E,3734,IAH,ATL,4,835,125,1
9E,4256,DTW,ELM,4,835,78,0
AA,1030,MSY,DFW,4,835,100,0
AA,1481,OKC,DFW,4,835,60,0
AA,1609,EWR,MIA,4,835,195,0
AA,1747,DCA,DFW,4,835,220,1
AA,1770,DFW,EWR,4,835,215,1
AA,2094,MSP,DFW,4,835,155,0
AA,2162,DFW,PBI,4,835,150,1
AS,187,ANC,FAI,4,835,58,0
AS,538,SEA,ONT,4,835,154,1
B6,1202,MCO,BOS,4,835,168,0
B6,1216,BUF,BOS,4,835,78,0
B6,634,SFO,BOS,4,835,320,0
CO,1059,DCA,IAH,4,835,206,0
DL,1231,SLC,MSY,4,835,194,0
DL,1422,DTW,BOS,4,835,113,1
DL,1735,LAX,LIH,4,835,373,0
DL,1862,DTW,PHL,4,835,99,0
DL,1992,TPA,DTW,4,835,159,0
DL,2442,ATL,EWR,4,835,136,1
DL,2688,MCO,DCA,4,835,119,0
DL,630,DTW,DCA,4,835,95,1
EV,5262,DCA,BOS,4,835,93,1
EV,5285,GSO,ATL,4,835,95,1
EV,5346,OMA,ATL,4,835,135,0
EV,5518,ATL,TYS,4,835,57,0
FL,233,ATL,RIC,4,835,87,0
FL,349,BWI,SRQ,4,835,150,0
MQ,3279,DFW,GRK,4,835,50,1
MQ,3609,MIA,ATL,4,835,120,0
MQ,3636,CLT,MIA,4,835,135,0
MQ,4113,CMH,ORD,4,835,85,0
MQ,4344,ORD,DTW,4,835,80,0
MQ,4511,LGA,BOS,4,835,65,0
OH,6272,EVV,CVG,4,835,55,0
OO,3047,DSM,MKE,4,835,66,0
UA,806,LAX,SFO,4,835,85,0
US,1027,MCO,PHL,4,835,145,0
US,1048,DFW,CLT,4,835,141,1
US,1118,MCI,CLT,4,835,130,0
US,1416,LAX,PHL,4,835,298,0
US,1437,BWI,CLT,4,835,89,0
US,1462,ATL,CLT,4,835,78,1
US,1728,MCO,CLT,4,835,96,0
US,1883,JAX,CLT,4,835,77,0
WN,1332,PHX,OKC,4,835,120,1
WN,160,SMF,ONT,4,835,75,1
WN,1783,BWI,FLL,4,835,160,1
WN,1976,BWI,IND,4,835,110,1
WN,20,LBB,LAS,4,835,140,1
WN,3421,DEN,SFO,4,835,165,1
WN,561,LAX,MDW,4,835,240,0
WN,596,TPA,BWI,4,835,130,1
WN,618,LAX,OAK,4,835,75,0
WN,742,SAN,PHX,4,835,70,1
WN,824,PIT,PHX,4,835,300,1
WN,896,SAT,TPA,4,835,140,0
WN,9,STL,BWI,4,835,115,0
XE,2387,GSO,IAH,4,835,178,1
XE,2793,IAH,MCI,4,835,113,1
XE,2906,MSP,CLE,4,835,105,0
XE,3078,IAH,RIC,4,835,159,1
XE,3118,EWR,CHS,4,835,124,1
YV,1015,HNL,OGG,4,835,35,0
YV,7277,ATL,IAD,4,835,110,1
YV,7285,ORF,ORD,4,835,141,0
DL,2070,CHS,ATL,4,836,80,0
XE,5926,RAP,ORD,4,836,124,0
B6,248,LGB,OAK,4,837,76,0
DL,1502,LAS,ATL,4,837,238,0
DL,2025,ATL,IAH,4,837,138,0
DL,2082,ATL,PHF,4,837,96,0
EV,5337,DHN,ATL,4,837,61,0
FL,1079,HPN,MCO,4,837,170,0
FL,406,ATL,IND,4,837,93,0
OO,6484,ATW,DEN,4,837,165,0
OO,6611,PHX,DEN,4,837,102,0
DL,1208,SLC,CVG,4,838,203,1
DL,1577,SLC,ATL,4,838,222,1
DL,1926,FLL,ATL,4,838,120,1
DL,2757,SFO,LAX,4,838,84,1
OO,6350,ONT,SFO,4,838,85,1
UA,192,SNA,ORD,4,838,237,0
UA,442,MSP,ORD,4,838,83,0
UA,683,LGA,ORD,4,838,158,0
B6,1010,JFK,BOS,4,839,78,0
DL,1074,SLC,MSP,4,839,159,1
DL,2453,LGA,TPA,4,839,182,1
DL,2671,DCA,MCO,4,839,139,1
FL,1485,DTW,MCO,4,839,156,0
MQ,4394,JFK,BOS,4,839,71,0
UA,312,TPA,IAD,4,839,136,0
XE,2038,EWR,MSN,4,839,154,0
XE,2618,SDF,EWR,4,839,114,1
9E,3675,DTW,ALB,4,840,99,0
9E,4030,JFK,BTV,4,840,100,1
9E,4044,DTW,MDT,4,840,92,1
9E,4082,DTW,ORF,4,840,110,1
9E,4114,DTW,PWM,4,840,118,0
9E,4245,MDW,DTW,4,840,87,0
AA,1120,ORD,STL,4,840,65,0
AA,1668,DFW,TUL,4,840,60,0
AA,1694,DFW,BNA,4,840,100,1
AA,1716,DFW,BWI,4,840,165,0
AA,1820,DFW,PIT,4,840,150,0
AA,1998,DFW,FLL,4,840,155,1
AA,254,OGG,LAX,4,840,305,0
AA,333,LGA,ORD,4,840,165,1
AA,428,IAH,DFW,4,840,70,0
AA,593,STL,ORD,4,840,75,0
AS,509,SNA,SEA,4,840,168,1
AS,866,KOA,SEA,4,840,337,1
B6,1253,BOS,IAD,4,840,101,0
B6,194,LAS,JFK,4,840,293,0
CO,174,HNL,SNA,4,840,335,0
DL,1279,MEM,LAS,4,840,226,1
DL,1329,DTW,MIA,4,840,180,1
DL,1430,MKE,DTW,4,840,82,0
DL,1561,PHL,ATL,4,840,147,0
DL,1639,DCA,ATL,4,840,123,0
DL,1746,PHX,ATL,4,840,220,0
DL,1817,ATL,DEN,4,840,200,1
DL,1905,DTW,MCO,4,840,157,0
DL,1918,MSP,BDL,4,840,157,0
DL,2247,LGA,ATL,4,840,160,1
DL,2322,MEM,MCI,4,840,90,0
DL,2503,DTW,FLL,4,840,178,0
DL,2590,SLC,PHX,4,840,98,0
DL,2677,ORD,ATL,4,840,122,1
DL,78,MCO,JFK,4,840,165,0
EV,4990,BHM,ATL,4,840,67,1
EV,5128,ATL,MGM,4,840,59,0
EV,5398,AVL,ATL,4,840,76,0
EV,5505,GSP,ATL,4,840,77,0
FL,1007,RSW,BOS,4,840,175,0
FL,1142,ABE,FLL,4,840,178,0
HA,44,HNL,SJC,4,840,305,0
MQ,3060,LAX,FAT,4,840,60,0
MQ,3220,PNS,DFW,4,840,125,0
MQ,3515,DFW,LIT,4,840,65,0
MQ,3919,LIT,ORD,4,840,115,0
MQ,4019,ORD,MDT,4,840,105,1
MQ,4116,ORD,MEM,4,840,110,0
MQ,4389,BOS,JFK,4,840,75,0
MQ,4532,DCA,JFK,4,840,80,0
OH,6631,BOS,JFK,4,840,84,1
OH,6667,DTW,AZO,4,840,55,1
OO,4453,STL,SLC,4,840,195,1
OO,4454,FCA,MSP,4,840,160,1
OO,4600,SLC,IAH,4,840,183,0
OO,6945,DEN,OKC,4,840,89,1
OO,7760,EKO,SLC,4,840,63,1
OO,7811,GCC,SLC,4,840,122,0
UA,12,SFO,JFK,4,840,343,0
UA,188,ORD,TPA,4,840,163,0
UA,288,ORD,MCO,4,840,163,1
UA,34,OGG,SFO,4,840,288,0
UA,616,ORD,DCA,4,840,111,1
UA,684,ORD,LGA,4,840,135,0
US,1221,FLL,DCA,4,840,146,0
US,186,ORD,PHX,4,840,227,1
US,2037,BOS,DCA,4,840,94,0
US,2130,LGA,BOS,4,840,66,0
US,2131,BOS,LGA,4,840,77,0
US,2174,DCA,LGA,4,840,80,0
US,2177,LGA,DCA,4,840,72,1
US,706,ORD,PHL,4,840,122,1
US,742,FLL,PHL,4,840,164,0
WN,1050,RDU,BWI,4,840,60,1
WN,126,AUS,FLL,4,840,155,1
WN,1285,MDW,ISP,4,840,135,1
WN,1537,SAN,MDW,4,840,235,0
WN,1633,MDW,PVD,4,840,125,1
WN,198,TPA,MKE,4,840,165,0
WN,2015,MDW,MHT,4,840,125,0
WN,2450,LAS,SNA,4,840,70,1
WN,31,DAL,HOU,4,840,60,0
WN,326,BNA,TPA,4,840,105,1
WN,32,HOU,DAL,4,840,55,0
WN,3498,LAX,STL,4,840,205,1
WN,370,DEN,PHL,4,840,220,1
WN,411,LAS,SFO,4,840,95,1
WN,460,MDW,PIT,4,840,75,1
WN,5,MCO,PVD,4,840,155,0
WN,646,MDW,CLE,4,840,70,0
WN,782,MDW,IAD,4,840,110,1
WN,791,PHL,PHX,4,840,340,1
WN,795,TPA,MCI,4,840,175,0
WN,848,OAK,LAX,4,840,70,0
WN,860,MKE,PHX,4,840,235,1
WN,950,SAT,DAL,4,840,55,1
WN,958,DEN,TUL,4,840,90,1
WN,964,MDW,BUF,4,840,85,1
XE,2145,OMA,IAH,4,840,139,1
XE,2404,PWM,CLE,4,840,113,0
XE,2773,IAH,JAN,4,840,74,1
XE,2965,EWR,MSP,4,840,194,0
YV,7250,ORD,CHS,4,840,122,0
B6,525,EWR,MCO,4,841,165,1
B6,67,BUF,JFK,4,841,87,1
CO,1529,TUS,IAH,4,841,139,0
DL,1126,ATL,DAY,4,841,94,0
FL,1464,MCO,MDW,4,841,163,0
OO,6381,MKE,ORD,4,841,50,1
AS,64,JNU,PSG,4,842,44,0
FL,985,PIT,ATL,4,842,113,0
OO,6578,DEN,BIS,4,842,94,0
OO,6971,DEN,TUS,4,842,118,0
OO,6951,DEN,FSD,4,843,82,0
F9,450,MKE,LGA,4,844,135,1
OO,6422,ORD,CRW,4,844,82,0
OO,6988,COS,DEN,4,844,40,1
9E,3764,DTW,SWF,4,845,104,0
9E,3873,DTW,BTV,4,845,106,1
9E,4308,DTW,RIC,4,845,106,0
AA,1147,MCO,DFW,4,845,175,1
AA,1479,ATL,DFW,4,845,150,0
AA,1701,DFW,SAN,4,845,190,0
AA,1772,MIA,JFK,4,845,170,0
AA,2352,DFW,ORD,4,845,135,0
AA,413,ORD,SNA,4,845,255,1
AA,477,DFW,ABQ,4,845,110,0
AS,160,ANC,ADK,4,845,187,0
AS,497,SAN,SEA,4,845,174,1
B6,406,SAN,BOS,4,845,309,0
DL,1195,DTW,BDL,4,845,104,0
DL,1299,LAX,KOA,4,845,355,0
DL,1457,SLC,SEA,4,845,130,1
DL,2364,HNL,LAX,4,845,325,0
DL,2469,ATL,MCO,4,845,91,0
DL,2612,TPA,MSP,4,845,205,1
DL,314,ATL,SLC,4,845,255,1
EV,5482,ATL,CRW,4,845,82,0
FL,1423,TPA,IND,4,845,136,0
MQ,2783,DFW,FSM,4,845,60,0
MQ,2960,DFW,SHV,4,845,55,0
MQ,2967,DFW,BTR,4,845,80,0
MQ,3295,DFW,CAE,4,845,135,0
MQ,3343,CRP,DFW,4,845,80,0
MQ,3709,ATL,ORD,4,845,125,1
MQ,3795,ELP,ORD,4,845,175,0
MQ,4109,DSM,ORD,4,845,85,0
MQ,4318,ORD,BWI,4,845,115,1
OH,6776,MCO,RDU,4,845,105,1
OO,6822,RDD,SFO,4,845,69,0
US,1183,PHL,DFW,4,845,232,0
US,965,PHL,SFO,4,845,380,1
WN,1097,MCO,ABQ,4,845,255,1
WN,1618,DAL,STL,4,845,100,0
WN,1763,PHL,RDU,4,845,80,0
WN,2524,OAK,MDW,4,845,245,1
WN,2539,PHL,MCO,4,845,160,1
WN,292,LAS,PVD,4,845,300,1
WN,2992,STL,BNA,4,845,60,0
WN,3101,LAX,SJC,4,845,65,1
WN,3110,PHX,SAN,4,845,70,0
WN,339,LAS,TUL,4,845,155,1
WN,348,LAS,MHT,4,845,290,1
WN,354,DEN,AUS,4,845,125,0
WN,3658,SJC,BUR,4,845,60,1
WN,3668,ONT,OAK,4,845,75,1
WN,760,LAX,ELP,4,845,110,1
WN,894,ORF,BWI,4,845,55,0
XE,2019,GSP,IAH,4,845,154,0
XE,2066,RIC,IAH,4,845,200,0
XE,2182,COS,IAH,4,845,129,0
XE,2317,IAH,GSO,4,845,140,0
YV,1025,KOA,HNL,4,845,40,0
YV,1055,OGG,HNL,4,845,32,0
DL,329,JAX,ATL,4,846,78,0
DL,2548,RSW,LGA,4,847,163,1
F9,135,DFW,DEN,4,847,120,0
F9,306,DEN,DTW,4,847,162,1
FL,717,CAK,LGA,4,847,87,0
HA,373,HNL,LIH,4,847,38,0
UA,794,ORD,BUF,4,847,97,0
UA,843,LAX,ORD,4,847,243,0
OO,6999,MAF,DEN,4,848,118,0
UA,69,LAX,LIH,4,848,365,0
HA,172,LIH,HNL,4,849,32,0
HA,279,KOA,OGG,4,849,31,0
AA,1246,DFW,MIA,4,850,160,0
AA,1348,BOS,MIA,4,850,215,1
AA,1374,ORD,MIA,4,850,185,0
AA,1914,DFW,JAX,4,850,130,0
AA,1981,DFW,TUS,4,850,145,0
AA,2200,LAS,DFW,4,850,165,0
AA,566,PHX,DFW,4,850,135,0
AA,736,DFW,LGA,4,850,195,0
AS,344,SEA,OAK,4,850,123,0
AS,870,ANC,HNL,4,850,369,0
B6,16,FLL,JFK,4,850,170,1
CO,503,LAX,EWR,4,850,309,1
